1.7874, 1.50821, 2.41679, 1.96429, 1.56464, 1.92763, 1.46076, 2.23856, 1.42685, 2.05776, 2.19491, 3.46123, 3.5744, 2.21387, 2.31791, 2.97133, 2.11809, 2.16856, 2.0254, 1.85388, 3.36338, 2.03276, 1.83588, 1.88112, 2.21229, 2.28918, 1.76971, 2.39775, 1.66971, 2.24236, 1.95658, 1.11405
2.21665, 1.92723, 1.83636, 1.71226, 2.57908, 3.12498, 2.06412, 3.49321, 1.87041, 2.17729, 1.33204, 2.17046, 2.28329, 1.59837, 1.99532, 2.08841, 3.56265, 1.62392, 2.21467, 2.03651, 2.30774, 3.14197, 3.29227, 1.54972, 2.60326, 2.30855, 2.45512, 1.95674, 1.7197, 2.19752, 1.9827, 2.24419
2.03246, 3.36284, 2.10054, 1.79811, 1.89699, 1.91063, 2.4291, 2.10589, 2.739, 2.8712, 2.31316, 1.32854, 1.9989, 3.11832, 2.26672, 2.09737, 2.74955, 2.79048, 1.85271, 1.49012, 2.45338, 2.50051, 1.58202, 1.7443, 2.09714, 2.04611, 2.4064, 1.83732, 2.14785, 2.2591, 1.56154, 1.42743
1.69518, 3.59345, 1.8074, 1.94618, 1.85755, 2.89079, 1.61622, 1.61368, 2.1757, 2.46893, 1.86186, 2.40981, 2.47115, 2.31783, 2.16117, 2.66019, 2.30259, 1.81113, 1.62177, 1.60265, 2.28863, 2.89957, 2.21467, 2.11436, 1.98889, 1.84938, 2.55995, 1.71494, 1.85501, 2.74472, 1.50417, 1.4241
1.7336, 3.37608, 2.52267, 2.82827, 2.31108, 1.81502, 2.50664, 3.14527, 3.03167, 2.04333, 1.85843, 3.76509, 1.39632, 1.26793, 3.12182, 1.57107, 3.73302, 1.75597, 3.8162, 1.67488, 1.60654, 1.87858, 1.87454, 3.92556, 2.32299, 3.14824, 2.24053, 1.75764, 1.65139, 2.08944, 2.39084, 2.63386
3.2521, 2.23681, 1.65145, 1.79192, 1.51543, 1.75026, 3.06714, 1.9304, 4.23146, 3.34782, 2.11667, 2.41077, 1.99152, 1.13357, 1.51266, 3.1872, 3.49028, 1.52536, 1.96826, 2.05174, 1.91604, 1.63249, 3.67723, 2.01682, 2.46393, 1.83414, 2.21593, 2.10904, 2.26038, 1.66201, 1.96, 2.4652
2.22815, 2.22221, 3.29347, 1.55853, 1.71939, 3.46978, 1.74526, 2.6236, 2.36219, 1.93579, 2.03452, 1.68328, 3.42884, 0.985079, 2.08102, 2.50996, 3.02135, 3.31402, 1.82882, 1.79391, 2.85683, 1.2422, 1.91818, 1.57472, 2.98374, 1.65955, 3.63019, 1.91176, 1.90715, 1.54973, 2.20855, 2.35862
2.38092, 1.79327, 1.63559, 2.46703, 2.15491, 3.12768, 2.44996, 1.76533, 1.77224, 1.70694, 1.70898, 2.15, 2.31347, 2.18197, 2.24869, 1.58988, 2.36561, 3.03801, 1.4314, 1.71757, 1.46577, 1.72955, 1.72787, 2.16737, 3.45702, 1.9885, 3.11046, 1.57916, 2.12198, 2.541, 1.76963, 2.08674
1.59868, 1.30942, 1.04841, 2.6343, 3.53448, 1.93572, 1.76328, 1.59345, 3.05785, 2.76375, 2.54551, 2.38379, 2.47711, 2.52067, 1.4402, 1.48528, 1.44719, 1.26347, 0.820736, 3.17458, 1.87976, 1.95556, 3.12458, 2.2922, 1.77033, 1.69811, 1.72432, 2.19112, 2.43282, 1.85302, 1.92008, 2.38552
1.94326, 2.61146, 2.07928, 2.66375, 1.74764, 2.11682, 1.97151, 3.40631, 1.93026, 1.5844, 1.92574, 1.87294, 3.94135, 2.10023, 2.0938, 0.722957, 1.16737, 2.10217, 2.10754, 1.99485, 3.22252, 2.18737, 2.37679, 2.81509, 2.38623, 2.30736, 2.68302, 2.17014, 1.66551, 2.31783, 1.80096, 1.62217
