-0.0530569, -0.442737, -0.283979, -0.538747, -0.262537, -0.139514, -0.27593, 0.0513386, 0.0569877, -0.0138828, 0.189892, 1.08457, 0.808706, 0.166868, 0.3072, 1.09996, 0.287209, -0.197585, -0.0700326, -0.203701, 0.669397, -0.0837092, -0.799222, -0.299644, -0.268308, 0.175049, 0.1646, -0.274086, -0.103503, -0.423839, -0.437646, -0.239995
0.0251505, -0.0135391, 0.0700326, -0.421432, 0.108932, 1.3388, -0.47105, 0.987188, -0.611396, -0.557923, -0.348787, 0.412715, 0.0150665, -0.0156109, 0.0650152, -0.167075, 0.84025, -0.28336, -0.258275, -0.107695, 0.18983, -0.01849, 0.938731, -0.290437, 1.21775, -0.782942, -1.03951, -0.360673, -0.303429, -0.0887256, -0.665754, -0.388511
-0.104742, 1.0122, -0.0965054, -0.243636, -0.0388337, -0.175867, 0.116019, -0.388516, -0.698467, -0.438547, 0.58686, -0.253325, 0.130233, 0.946224, 0.00584334, -0.435451, -0.315045, -0.330779, 0.0544315, -0.0687955, 0.174428, -0.325078, 0.172017, 0.215252, -0.278409, -0.333118, 0.121302, -0.0917476, -0.397243, -0.194496, -0.029617, 0.203362
-0.346587, 0.701555, -0.334698, -0.428088, -0.395317, -0.220415, -0.341233, -0.148998, -0.588856, -0.479917, -0.0650969, -0.0975921, -0.0602727, -0.253191, 0.191125, -0.21332, -0.270577, -0.0406862, -0.0724961, -0.07361, -0.219169, -0.264108, -0.53944, -0.095877, -0.0665971, -0.488645, -0.427341, -0.254906, -0.582181, -0.24605, -0.080685, -0.418133
-0.532564, 0.898255, 0.0931986, 1.03812, -0.799496, -0.350093, -0.0982936, -0.297468, 0.533379, 0.000206181, 0.210167, 0.76643, 0.0635718, -0.606926, 1.19543, -0.308857, 0.902983, 0.02536, 0.923342, -0.234071, -0.60019, -0.00157756, -0.192436, 0.658878, -0.114982, 0.763828, -0.248375, -0.315386, -0.36528, -0.0560124, 0.217385, -0.215615
0.913652, 0.162197, -0.146935, 0.0949824, -0.40735, -0.0479696, 1.16319, -0.113604, 1.11661, 1.0777, 0.127552, -0.412848, 0.0518895, -0.427754, 0.0344337, 0.549604, 1.09413, -0.2391, -0.226798, -0.23216, 0.0893442, -0.0804101, 1.14004, -0.268514, -0.420404, -0.548644, -0.312017, -0.27312, -0.0739493, -0.348718, 0.282604, -0.145558
-0.140544, -0.150511, 0.762658, -0.226385, -0.034569, 0.511194, -0.117036, -0.0272125, -0.322534, 0.248927, -0.0429554, 0.418064, 0.61228, -0.0103098, 0.395573, -0.297724, -0.577647, 0.962444, -0.0384867, -0.446314, 1.22691, -0.399715, -0.343976, -0.520741, 0.262403, -0.53971, 1.11, -0.337726, -0.788707, -0.263637, -0.382534, -0.158891
-0.0829532, -0.211953, -0.081716, 1.07626, -0.831253, 1.11936, 0.00880097, -0.248786, -0.132228, -0.305559, -0.477022, -0.441014, -0.0531256, 0.0718229, -0.0200589, 0.497238, -0.909595, 0.0124405, 0.316418, -0.354487, -0.0544315, -0.269821, -0.405346, -0.291607, 0.0543661, -0.382868, 1.22491, -0.0403425, -0.168448, -0.208516, -0.492213, 0.126251
-0.36432, -0.649329, -0.272225, 0.661701, 1.01983, -0.301299, -0.300681, -0.130719, 1.03571, 0.2279, -0.269066, -0.495654, -0.517513, -0.258755, 0.0241915, 0.0672135, -0.353939, 0.0474918, -0.274905, -0.0694839, -0.369405, -0.174357, 1.11501, -0.428924, -0.803345, -0.0741566, -0.275174, -0.231974, -0.131061, -0.138481, -0.618126, -0.3369
-0.133468, -0.275662, 0.0793104, -0.331265, 0.203015, 0.428236, -0.0962174, 1.02925, 0.176759, 0.137316, -0.196072, -0.65818, 0.909528, -0.281435, 0.120342, -0.112985, -0.351466, -0.848657, -0.418614, -0.275181, 1.32168, -0.333805, -0.077519, 0.418615, -0.213051, 0.110996, -0.282116, -0.386928, -0.17567, -0.292568, -0.0105149, -0.0774546
